Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has_obo_format_version,has_obo_namespace,has_related_synonym,http://data.bioontology.org/metadata/treeView,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,is_a
http://purl.obolibrary.org/obo/SBO_0000005,obsolete mathematical expression,,The description of a system in mathematical terms.,true,,,,,The description of a system in mathematical terms.,,sbo,,,,,,SBO:0000005,,,obsolete mathematical expression,true,SBO:0000005,
http://purl.obolibrary.org/obo/SBO_0000016,unimolecular rate constant,,"Numerical parameter that quantifies the velocity of a chemical reaction involving only one reactant.
",false,,,http://purl.obolibrary.org/obo/SBO_0000009,,"Numerical parameter that quantifies the velocity of a chemical reaction involving only one reactant.
",,sbo,,http://purl.obolibrary.org/obo/SBO_0000009,,,,SBO:0000016,,,unimolecular rate constant,,SBO:0000016,
http://purl.obolibrary.org/obo/SBO_0000365,"forward non-integral order rate constant, continuous case",,Numerical parameter that quantifies the forward velocity of a chemical reaction where reactants have non-integral orders. This parameter encompasses all the contributions to the velocity except the quantity of the reactants.It is to be used in a reaction modelled using a continuous framework.|created 4th June 2008 -  Nick Juty,false,,,http://purl.obolibrary.org/obo/SBO_0000160|http://purl.obolibrary.org/obo/SBO_0000154,,Numerical parameter that quantifies the forward velocity of a chemical reaction where reactants have non-integral orders. This parameter encompasses all the contributions to the velocity except the quantity of the reactants.It is to be used in a reaction modelled using a continuous framework.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000160|http://purl.obolibrary.org/obo/SBO_0000154,,,,SBO:0000365,,created 4th June 2008 -  Nick Juty,"forward non-integral order rate constant, continuous case",,SBO:0000365,
http://purl.obolibrary.org/obo/SBO_0000640,uncompetitive inhibitor,anti-competitive inhibitor,"An inhibitor which binds only to the complex formed between the enzyme and substrate (E-S complex).|created to facilitate format interconversion (SBML<->BioPAX), see also [SF req #115]",false,,,http://purl.obolibrary.org/obo/SBO_0000020,,An inhibitor which binds only to the complex formed between the enzyme and substrate (E-S complex).,,sbo,anti-competitive inhibitor,http://purl.obolibrary.org/obo/SBO_0000020,,,,SBO:0000640,,"created to facilitate format interconversion (SBML<->BioPAX), see also [SF req #115]",uncompetitive inhibitor,,SBO:0000640,
http://purl.obolibrary.org/obo/SBO_0000354,informational molecule segment,,Fragment of a macromolecule that carries genetic information.|Created by Nicolas Le Novere on April 23 2008 on the suggestion of SBGN forum,false,,,http://purl.obolibrary.org/obo/SBO_0000240,,Fragment of a macromolecule that carries genetic information.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000240,,,,SBO:0000354,,Created by Nicolas Le Novere on April 23 2008 on the suggestion of SBGN forum,informational molecule segment,,SBO:0000354,
http://purl.obolibrary.org/obo/SBO_0000203,duplication,,"Reaction in which a reactant gives birth to two products identical to itself.|Added on 09 August 2006 by Nicolas Le Novere to allow the creation of ""replication"".",true,,,,,Reaction in which a reactant gives birth to two products identical to itself.,,sbo,,,,,,SBO:0000203,,"Added on 09 August 2006 by Nicolas Le Novere to allow the creation of ""replication"".",duplication,true,SBO:0000203,
http://purl.obolibrary.org/obo/SBO_0000250,ribonucleic acid,RNA,"Macromolecule formed by a repetition of ribonucleosides linked by phosphodiester bonds.

CHEBI:33697|Created on November 10 2006 by Nicolas Le Novere.",false,,,http://purl.obolibrary.org/obo/SBO_0000246,,"Macromolecule formed by a repetition of ribonucleosides linked by phosphodiester bonds.

CHEBI:33697",,sbo,RNA,http://purl.obolibrary.org/obo/SBO_0000246,,,,SBO:0000250,,Created on November 10 2006 by Nicolas Le Novere.,ribonucleic acid,,SBO:0000250,
http://purl.obolibrary.org/obo/SBO_0000408,biological activity,,Effect of a biological entity on biological structures or processes.|Added for SBGN activity flow.,true,,,,,Effect of a biological entity on biological structures or processes.,,sbo,,,,,,SBO:0000408,,Added for SBGN activity flow.,biological activity,true,SBO:0000408,
http://purl.obolibrary.org/obo/SBO_0000419,multimer of informational molecule segment,,Non-covalent association between portions of macromolecules that carry genetic information,false,,,http://purl.obolibrary.org/obo/SBO_0000286,,Non-covalent association between portions of macromolecules that carry genetic information,,sbo,,http://purl.obolibrary.org/obo/SBO_0000286,,,,SBO:0000419,,,multimer of informational molecule segment,,SBO:0000419,
http://purl.obolibrary.org/obo/SBO_0000605,high affinity receptor,,"A receptor where binding occurs through strong intermolecular forces such as Van der Waals, hydrogen bonds or ionic bonds.|created in response to SF#100",false,,,http://purl.obolibrary.org/obo/SBO_0000244,,"A receptor where binding occurs through strong intermolecular forces such as Van der Waals, hydrogen bonds or ionic bonds.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000244,,,,SBO:0000605,,created in response to SF#100,high affinity receptor,,SBO:0000605,
http://purl.obolibrary.org/obo/SBO_0000616,extent of reaction,,The extent of a reaction is a measure of how far a reaction has proceeded towards equilibrium. It is denoted by the Greek letter Î¾ and is expressed in moles.|Created in response to [SF req #105].,false,,,http://purl.obolibrary.org/obo/SBO_0000613,,The extent of a reaction is a measure of how far a reaction has proceeded towards equilibrium. It is denoted by the Greek letter Î¾ and is expressed in moles.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000613,,,,SBO:0000616,,Created in response to [SF req #105].,extent of reaction,,SBO:0000616,
http://purl.obolibrary.org/obo/SBO_0000388,enzymatic rate law for inhibition of irreversible unireactant enzymes by single competing substrate with product inhibition,,"Inhibition of a unireactant enzyme by a competing substrate (Sa) that binds to the free enzyme on the same binding site, and competitive inhibition by a product (P) and an alternative product (Pa). The enzyme does not catalyse the reactions in both directions.
 <math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000515"">S</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000515"">Sa</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Ks</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Ksa</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000261"">Kp</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000261"">Kpa</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000512"">P</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000512"">Pa</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000272"">n</ci></bvar>
     <apply>
       <divide/>
       <apply>
         <times/>
         <ci>kcat</ci>
         <ci>Et</ci>
         <ci>S</ci>
       </apply>
       <apply>
         <plus/>
         <apply>
           <times/>
           <ci>Ks</ci>
           <apply>
             <plus/>
             <cn type=""integer"">1</cn>
             <apply>
                <divide/>
                <ci>Sa</ci>
                <ci>Ksa</ci>
             </apply>
             <apply>
                <divide/>
                <ci>P</ci>
                <ci>Kpa</ci>
             </apply>
             <apply>
                <divide/>
                <ci>Pa</ci>
                <ci>Kpa</ci>
             </apply>
           </apply>
         </apply>
         <ci>S</ci>
       </apply>
     </apply>
   </lambda>
</semantics>
</math>  
",false,,,http://purl.obolibrary.org/obo/SBO_0000378,,"Inhibition of a unireactant enzyme by a competing substrate (Sa) that binds to the free enzyme on the same binding site, and competitive inhibition by a product (P) and an alternative product (Pa). The enzyme does not catalyse the reactions in both directions.
 <math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000515"">S</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000515"">Sa</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Ks</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Ksa</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000261"">Kp</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000261"">Kpa</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000512"">P</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000512"">Pa</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000272"">n</ci></bvar>
     <apply>
       <divide/>
       <apply>
         <times/>
         <ci>kcat</ci>
         <ci>Et</ci>
         <ci>S</ci>
       </apply>
       <apply>
         <plus/>
         <apply>
           <times/>
           <ci>Ks</ci>
           <apply>
             <plus/>
             <cn type=""integer"">1</cn>
             <apply>
                <divide/>
                <ci>Sa</ci>
                <ci>Ksa</ci>
             </apply>
             <apply>
                <divide/>
                <ci>P</ci>
                <ci>Kpa</ci>
             </apply>
             <apply>
                <divide/>
                <ci>Pa</ci>
                <ci>Kpa</ci>
             </apply>
           </apply>
         </apply>
         <ci>S</ci>
       </apply>
     </apply>
   </lambda>
</semantics>
</math>  
",,sbo,,http://purl.obolibrary.org/obo/SBO_0000378,,,,SBO:0000388,,,enzymatic rate law for inhibition of irreversible unireactant enzymes by single competing substrate with product inhibition,,SBO:0000388,
http://purl.obolibrary.org/obo/SBO_0000399,decarboxylation,,A process in which a carboxyl group (COOH) is removed from a molecule as carbon dioxide.|created 21/10/08 - NJ,false,,,http://purl.obolibrary.org/obo/SBO_0000211,,A process in which a carboxyl group (COOH) is removed from a molecule as carbon dioxide.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000211,,,,SBO:0000399,,created 21/10/08 - NJ,decarboxylation,,SBO:0000399,
http://purl.obolibrary.org/obo/SBO_0000652,polymerization,,A chemical reaction involving two or more molecules combining to form a larger molecule with repeated structural units.|Term created in response to [SF req #121],false,,,http://purl.obolibrary.org/obo/SBO_0000182,,A chemical reaction involving two or more molecules combining to form a larger molecule with repeated structural units.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000182,,,,SBO:0000652,,Term created in response to [SF req #121],polymerization,,SBO:0000652,
http://purl.obolibrary.org/obo/SBO_0000575,standard enthalpy of reaction,,"The enthalpy change observed in a constituent of a thermodynamic system
when one mole of substance reacts completely, under standard conditions (1
bar). The standard unit of measure is kJ/mol.
Symbol: DeltaHr0, DeltarH0|created in response to [SF req #3286595];",false,,,http://purl.obolibrary.org/obo/SBO_0000573,,"The enthalpy change observed in a constituent of a thermodynamic system
when one mole of substance reacts completely, under standard conditions (1
bar). The standard unit of measure is kJ/mol.
Symbol: DeltaHr0, DeltarH0",,sbo,,http://purl.obolibrary.org/obo/SBO_0000573,,,,SBO:0000575,,created in response to [SF req #3286595];,standard enthalpy of reaction,,SBO:0000575,
http://purl.obolibrary.org/obo/SBO_0000226,density of an entity pool,,"A quantitative measure of an amount or property of an entity expressed in terms of another dimension, such as unit length, area or volume.",false,,,http://purl.obolibrary.org/obo/SBO_0000360,,"A quantitative measure of an amount or property of an entity expressed in terms of another dimension, such as unit length, area or volume.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000360,,,,SBO:0000226,,,density of an entity pool,,SBO:0000226,
http://purl.obolibrary.org/obo/SBO_0000237,logical combination,,"Combining the influence of several entities or events in a unique influence.|Created by Nicolas Le Novere on November 10 2006.
""logical"" added in the name by Nicolas Le Novere on November 17 2008.",false,,,http://purl.obolibrary.org/obo/SBO_0000374,,Combining the influence of several entities or events in a unique influence.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000374,,,,SBO:0000237,,"Created by Nicolas Le Novere on November 10 2006.
""logical"" added in the name by Nicolas Le Novere on November 17 2008.",logical combination,,SBO:0000237,
http://purl.obolibrary.org/obo/SBO_0000586,model time,,"A conceptualisation of time which is intrinsic to a mathematical model, and which can be used to describe other variables or parameters of the model.",false,,,http://purl.obolibrary.org/obo/SBO_0000346,,"A conceptualisation of time which is intrinsic to a mathematical model, and which can be used to describe other variables or parameters of the model.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000346,,,,SBO:0000586,,,model time,,SBO:0000586,
http://purl.obolibrary.org/obo/SBO_0000284,transporter,,Participating entity that facilitates the movement of another physical entity from a defined subset of the physical environment (for instance a cellular compartment) to another. |Created on November 28 2006 by Nicolas Le Novere,false,,,http://purl.obolibrary.org/obo/SBO_0000241,,Participating entity that facilitates the movement of another physical entity from a defined subset of the physical environment (for instance a cellular compartment) to another. ,,sbo,,http://purl.obolibrary.org/obo/SBO_0000241,,,,SBO:0000284,,Created on November 28 2006 by Nicolas Le Novere,transporter,,SBO:0000284,
http://purl.obolibrary.org/obo/SBO_0000273,enzymatic rate law for competitive inhibition of irreversible unireactant enzymes by non-exclusive non-cooperative inhibitors,,"Inhibition of a unireactant enzyme by inhibitors that bind independently to the free enzyme and preclude the binding of the substrate. The enzymes do not catalyse the reactions in both directions.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000515"">S</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000521"">I</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Ks</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000261"">Ki</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000272"">n</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000189"">m</ci></bvar>
     <apply>
       <divide/>
       <apply>
         <times/>
         <ci>kcat</ci>
         <ci>Et</ci>
         <ci>S</ci>
       </apply>
       <apply>
         <plus/>
         <apply>
           <times/>
           <ci>Ks</ci>
           <apply>
             <product/>
             <bvar><ci> i </ci></bvar>
             <lowlimit><cn type=""integer""> 1 </cn></lowlimit>
             <uplimit><ci> n </ci></uplimit>
             <apply>
               <power/>
               <apply>
                 <plus/>
                 <cn type=""integer"">1</cn>
                 <apply>
                   <divide/>
                   <apply>
                     <selector/>
                     <ci type=""vector"">I</ci>
                     <ci> i </ci>
                   </apply>
                   <apply>
                     <selector/>
                     <ci type=""vector"">Ki</ci>
                     <ci> i </ci>
                   </apply>
                 </apply>
               </apply>
               <apply>
                 <selector/>
                 <ci type=""vector"">m</ci>
                 <ci> i </ci>
               </apply>
             </apply>
           </apply>
         </apply>
         <ci>S</ci>
       </apply>
     </apply>
   </lambda>
</semantics>
</math>
|n indicates the number of inhibitors, and mi the number of binding sites for the inhibitor Ii.",false,,,http://purl.obolibrary.org/obo/SBO_0000430,,"Inhibition of a unireactant enzyme by inhibitors that bind independently to the free enzyme and preclude the binding of the substrate. The enzymes do not catalyse the reactions in both directions.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000515"">S</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000521"">I</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Ks</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000261"">Ki</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000272"">n</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000189"">m</ci></bvar>
     <apply>
       <divide/>
       <apply>
         <times/>
         <ci>kcat</ci>
         <ci>Et</ci>
         <ci>S</ci>
       </apply>
       <apply>
         <plus/>
         <apply>
           <times/>
           <ci>Ks</ci>
           <apply>
             <product/>
             <bvar><ci> i </ci></bvar>
             <lowlimit><cn type=""integer""> 1 </cn></lowlimit>
             <uplimit><ci> n </ci></uplimit>
             <apply>
               <power/>
               <apply>
                 <plus/>
                 <cn type=""integer"">1</cn>
                 <apply>
                   <divide/>
                   <apply>
                     <selector/>
                     <ci type=""vector"">I</ci>
                     <ci> i </ci>
                   </apply>
                   <apply>
                     <selector/>
                     <ci type=""vector"">Ki</ci>
                     <ci> i </ci>
                   </apply>
                 </apply>
               </apply>
               <apply>
                 <selector/>
                 <ci type=""vector"">m</ci>
                 <ci> i </ci>
               </apply>
             </apply>
           </apply>
         </apply>
         <ci>S</ci>
       </apply>
     </apply>
   </lambda>
</semantics>
</math>
",,sbo,,http://purl.obolibrary.org/obo/SBO_0000430,,,,SBO:0000273,,"n indicates the number of inhibitors, and mi the number of binding sites for the inhibitor Ii.",enzymatic rate law for competitive inhibition of irreversible unireactant enzymes by non-exclusive non-cooperative inhibitors,,SBO:0000273,
http://purl.obolibrary.org/obo/SBO_0000260,enzymatic rate law for simple competitive inhibition of irreversible unireactant enzymes by one inhibitor,simple intersecting linear competitive inhibition of unireactant enzymes,"Inhibition of a unireactant enzyme by one inhibitor that binds once to the free enzyme and prevents the binding of the substrate. The enzymes do not catalyse the reactions in both directions.  <math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000515"">S</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000521"">I</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Ks</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000261"">Ki</ci></bvar>
     <apply>
       <divide/>
       <apply>
         <times/>
         <ci>kcat</ci>
         <ci>Et</ci>
         <ci>S</ci>
       </apply>
       <apply>
         <plus/>
         <apply>
           <times/>
           <ci>Ks</ci>
           <apply>
             <plus/>
             <cn type=""integer"">1</cn>
             <apply>
               <divide/>
               <ci>I</ci>
               <ci>Ki</ci>
             </apply>
           </apply>
         </apply>
         <ci>S</ci>
       </apply>
     </apply>
   </lambda>
</semantics>
</math>",false,,,http://purl.obolibrary.org/obo/SBO_0000267|http://purl.obolibrary.org/obo/SBO_0000270,,"Inhibition of a unireactant enzyme by one inhibitor that binds once to the free enzyme and prevents the binding of the substrate. The enzymes do not catalyse the reactions in both directions.  <math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000515"">S</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000521"">I</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Ks</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000261"">Ki</ci></bvar>
     <apply>
       <divide/>
       <apply>
         <times/>
         <ci>kcat</ci>
         <ci>Et</ci>
         <ci>S</ci>
       </apply>
       <apply>
         <plus/>
         <apply>
           <times/>
           <ci>Ks</ci>
           <apply>
             <plus/>
             <cn type=""integer"">1</cn>
             <apply>
               <divide/>
               <ci>I</ci>
               <ci>Ki</ci>
             </apply>
           </apply>
         </apply>
         <ci>S</ci>
       </apply>
     </apply>
   </lambda>
</semantics>
</math>",,sbo,simple intersecting linear competitive inhibition of unireactant enzymes,http://purl.obolibrary.org/obo/SBO_0000267|http://purl.obolibrary.org/obo/SBO_0000270,,,,SBO:0000260,,,enzymatic rate law for simple competitive inhibition of irreversible unireactant enzymes by one inhibitor,,SBO:0000260,
http://purl.obolibrary.org/obo/SBO_0000629,biomass production,,"Biomass production, often represented 'R_BIOMASS_', is usually the optimization target reaction of constraint-based models, and can consume multiple reactants to produce multiple products. It is also assumed that parts of the reactants are also consumed in unrepresented processes and hence products do not have to reflect all the atom composition of the reactants. Formulation of a biomass production process entails definition of the macromolecular content (eg. cellular protein fraction), metabolic constitution of each fraction (eg. amino acids), and subsequently the atomic composition (eg. nitrogen atoms). More complex biomass functions can additionally incorporate details of essential vitamins and cofactors required for growth.|Created in response to [SF req #110].",false,,,http://purl.obolibrary.org/obo/SBO_0000395,,"Biomass production, often represented 'R_BIOMASS_', is usually the optimization target reaction of constraint-based models, and can consume multiple reactants to produce multiple products. It is also assumed that parts of the reactants are also consumed in unrepresented processes and hence products do not have to reflect all the atom composition of the reactants. Formulation of a biomass production process entails definition of the macromolecular content (eg. cellular protein fraction), metabolic constitution of each fraction (eg. amino acids), and subsequently the atomic composition (eg. nitrogen atoms). More complex biomass functions can additionally incorporate details of essential vitamins and cofactors required for growth.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000395,,,,SBO:0000629,,Created in response to [SF req #110].,biomass production,,SBO:0000629,
http://purl.obolibrary.org/obo/SBO_0000249,polysaccharide,,"Macromolecule consisting of a large number of monosaccharide residues linked by glycosidic bonds.

CHEBI:18154|Created on November 10 2006 by Nicolas Le Novere.",false,,,http://purl.obolibrary.org/obo/SBO_0000248,,"Macromolecule consisting of a large number of monosaccharide residues linked by glycosidic bonds.

CHEBI:18154",,sbo,,http://purl.obolibrary.org/obo/SBO_0000248,,,,SBO:0000249,,Created on November 10 2006 by Nicolas Le Novere.,polysaccharide,,SBO:0000249,
http://purl.obolibrary.org/obo/SBO_0000294,spatial discrete framework,,"Modelling approach where the quantities of participants are considered discrete, and represented by integer values. The associated simulation methods can be deterministic or stochastic. The models take into account the distribution of the entities and describe the spatial fluxes.  |Created on December 22 2006 by Nicolas Le Novere",false,,,http://purl.obolibrary.org/obo/SBO_0000063,,"Modelling approach where the quantities of participants are considered discrete, and represented by integer values. The associated simulation methods can be deterministic or stochastic. The models take into account the distribution of the entities and describe the spatial fluxes.  ",,sbo,,http://purl.obolibrary.org/obo/SBO_0000063,,,,SBO:0000294,,Created on December 22 2006 by Nicolas Le Novere,spatial discrete framework,,SBO:0000294,
http://purl.obolibrary.org/obo/SBO_0000225,delay,,Time during which some action is awaited.|Added on September 13 2006 by Nicolas Le Novere.,false,,,http://purl.obolibrary.org/obo/SBO_0000346,,Time during which some action is awaited.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000346,,,,SBO:0000225,,Added on September 13 2006 by Nicolas Le Novere.,delay,,SBO:0000225,
http://purl.obolibrary.org/obo/SBO_0000236,physical entity representation,new synonym,"Representation of an entity that may participate in an interaction, a process or relationship of significance.
|modified as part of ontology 'refactoring' process [SF bug #3172586]
18 November 2008 by Nicolas Le Novere: Name reduced to entity, and definition modified.",false,,,http://purl.obolibrary.org/obo/SBO_0000000,,"Representation of an entity that may participate in an interaction, a process or relationship of significance.
",,sbo,new synonym,http://purl.obolibrary.org/obo/SBO_0000000,,,,SBO:0000236,,"modified as part of ontology 'refactoring' process [SF bug #3172586]
18 November 2008 by Nicolas Le Novere: Name reduced to entity, and definition modified.",physical entity representation,,SBO:0000236,
http://purl.obolibrary.org/obo/SBO_0000247,simple chemical,,"Simple, non-repetitive chemical entity.|Created on November 10 2006 by Nicolas Le Novere.",false,,,http://purl.obolibrary.org/obo/SBO_0000240,,"Simple, non-repetitive chemical entity.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000240,,,,SBO:0000247,,Created on November 10 2006 by Nicolas Le Novere.,simple chemical,,SBO:0000247,
http://purl.obolibrary.org/obo/SBO_0000283,acid dissociation constant,Ka,"Equilibrium constant that indicates the extent of dissociation of hydrogen ions from an acid. The equilibrium is that of a proton transfer from an acid, HA, to water, H2O. The term for the concentration of water, [H2O], is omitted from the general equilibrium constant expression. Ka=([H3O+]*[A-])/(HA)|Created on November 27 2006 by Nicolas Le Novere on a suggestion by Martin Golebviewski",false,,,http://purl.obolibrary.org/obo/SBO_0000282|http://purl.obolibrary.org/obo/SBO_0000310,,"Equilibrium constant that indicates the extent of dissociation of hydrogen ions from an acid. The equilibrium is that of a proton transfer from an acid, HA, to water, H2O. The term for the concentration of water, [H2O], is omitted from the general equilibrium constant expression. Ka=([H3O+]*[A-])/(HA)",,sbo,Ka,http://purl.obolibrary.org/obo/SBO_0000282|http://purl.obolibrary.org/obo/SBO_0000310,,,,SBO:0000283,,Created on November 27 2006 by Nicolas Le Novere on a suggestion by Martin Golebviewski,acid dissociation constant,,SBO:0000283,
http://purl.obolibrary.org/obo/SBO_0000470,mass fraction,,"For a given substance, A, its mass fraction (x A) is defined as the ratio of its mass (m A) to the total mass (m total) in which it is present, where the sum of all mass fractions is equal to 1. This provides a means to express concentration in a dimensionless size. |http://en.wikipedia.org/wiki/Mass_fraction_(chemistry)",false,,,http://purl.obolibrary.org/obo/SBO_0000540,,"For a given substance, A, its mass fraction (x A) is defined as the ratio of its mass (m A) to the total mass (m total) in which it is present, where the sum of all mass fractions is equal to 1. This provides a means to express concentration in a dimensionless size. ",,sbo,,http://purl.obolibrary.org/obo/SBO_0000540,,,,SBO:0000470,,http://en.wikipedia.org/wiki/Mass_fraction_(chemistry),mass fraction,,SBO:0000470,
http://purl.obolibrary.org/obo/SBO_0000639,allosteric inhibitor,,"An inhibitor whose binding to an enzyme results in a conformational change, resulting in a loss of enzymatic activity. This activity can be restored upon removal of the inhibitor.|created to facilitate format interconversion (SBML<->BioPAX), see also [SF req #115]",false,,,http://purl.obolibrary.org/obo/SBO_0000020,,"An inhibitor whose binding to an enzyme results in a conformational change, resulting in a loss of enzymatic activity. This activity can be restored upon removal of the inhibitor.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000020,,,,SBO:0000639,,"created to facilitate format interconversion (SBML<->BioPAX), see also [SF req #115]",allosteric inhibitor,,SBO:0000639,
